book	chapter	verse	suz_sentence	npi_sentence	alignment_type	confidence_signal
LUK	1	5	आ मीश हारून आ खिं ङा चढ़ेब आ तमी बाक्‍माक्‍त। आ नें एलीशीबा बाक्‍माक्‍त।	उनकी पत्‍नी हारुन कुलकी छोरी थिइन् जसको नाउँ एलीशिबा थियो ।	2:1	length_only
LUK	1	6	मेको निक्‍शी परमप्रभु यावे आ ङोंइती ठीक पाइब बाक्‍सा बाक्‍त।	परमेश्‍वरको दृष्‍टिमा तिनीहरू दुवै धर्मी थिए ।	1:1	length_only
LUK	1	6	परमप्रभु यावे आ अरेशो लोव़ नु पतीके लोव़ नेल्‍ल टिशा, दोस मताइब दुम्‍शा बाक्‍शो बाक्‍सा बाक्‍त।	तिनीहरूले परमेश्‍वरका सबै आज्ञाहरू पालना गर्दथे र निर्दोष जीवन जिउँथे ।	1:1	length_only
LUK	1	7	मेको निक्‍शी खाल्‍पी खाल्‍पा दुम्‍‍शो बाक्‍ताक्‍स हना यो, आल मथिशो बाक्‍सा बाक्‍त। मारदे हना एलीशीबा आल मथीब मीश मुर बाक्‍माक्‍त।	तर तिनीहरूको कुनै सन्तान थिएन, किनकि एलीशिबा बाँझी थिइन् र तिनीहरू दुवै जना वृद्ध भइसकेका थिए ।	2:1	length_only
LUK	1	8	मिनु मार दुम्‍माक्‍त देंशा हना, चढ़ेब आ गेय पचा कली अबीयाह आ हुल आन पालो जाक्‍माक्‍त। मिनु जकरिया यरूसलेम ल‍माक्‍त।	एक दिन आफ्नो कुलको पालोअनुसार जकरिया पुजारी सेवा गर्न परमेश्‍वरको उपस्थितिमा थिए ।	2:1	length_only
LUK	1	9	मिनु धूप चोचा कली चढ़ेब योव़चा माल्‍बाक्‍माक्‍त। मिनु चढ़ेबपुकीमी यहूदी आन पतीके धूप चोइब मुर योव़चा कली भोट तोक्ग‍मे बाक्‍त।	त्यहाँको परम्पराअनुसार चिट्ठाद्वारा पुजारीहरू आफ्नो सेवा गर्ने पालोअनुसार परमप्रभुको मन्दिरभित्र धूप बाल्नलाई छानिन्थे ।	2:1	length_only
LUK	1	9	मिनु भोट तोक्‍गमेनु, जकरिया योव़से बाक्‍त। मिनु जकरियाम परमप्रभु यावे आ खिंमी धूप चोचा माल्‍दा बाक्‍त।	त्यसैले, उनको नाउँ पर्‍यो ।	2:1	length_only
LUK	1	10	मिनु धूप चोची ना मुर नेल्‍ल लाङगाम रिम्‍शा, परमप्रभु यावे कली पुंइना पुंइन बाक्‍मा बाक्‍त।	जब तिनी धूप बाल्दै थिए, बाहिर त्यही समयमा मानिसको पुरै भिडले प्रार्थना गरिरहेको थियो ।	1:1	length_only
LUK	1	11	मिनु आगामी चहिं मार दुम्‍माक्‍त देंशा हना, परमप्रभु आ स्‍वर्ग ङा गेय पाइब का फो ग्रूशा, धूप चोतीके आ ग्‍युरा गे राप्‍शा, जकरिया कली तपांइसे बाक्‍त।	ठिक त्यसै बेला परमप्रभुका एउटा दूत उनीकहाँ देखा परे र धूप बाल्ने वेदीको दाहिनेपट्टि उभिए ।	1:1	length_only
LUK	1	12	मिनु जकरियामी मेको कली तशा, थाम्‍पा हिंमाक्‍त।	जब जकरियाले स्वर्गदूतलाई देखे, तब उनी साह्रै डराए र आत्तिए ।	1:1	length_only
LUK	1	13	मिनु परमप्रभु यावे आ स्‍वर्ग ङा गेय पाइबमी “जकरिया महिनो। परमप्रभु यावेमी इ पुंइशो गेब। इ मीश एलीशीबाम तौ का थीब। मिनु गे मेको आ नें यूहन्‍ना वोतो।	तर स्वर्गदूतले उनलाई भने, “जकरिया नडराऊ, किनकि तिम्रो प्रार्थनाको सुनाइ भएको छ । तिम्री पत्‍नी एलीशिबाले तिम्रो लागि एउटा छोरा जन्माउनेछिन् र तिमीले उनको नाउँ यूहन्‍ना राख्‍नेछौ ।	1:1	length_only
LUK	1	14	मेको आल थिशो तशा, गे ग्‍येरसीनेवे। शुश मुर मेको आल आ पर्बम ग्‍येरसीनीम।	तिमीमा खुसी र आनन्द हुनेछ र उनको जन्ममा धेरै मानिसहरू आनिन्दित हुनेछन् ।	2:1	length_only
LUK	1	15	मारदे हना मेको परमप्रभु आ ङोंइती ठेयब दुम्‍ब। मेकोमी शांबु राकसी मतूब।	परमप्रभुको दृष्‍टिमा उनी महान् हुनेछन् र उनले दाखमद्य पिउनेछैनन् ।	2:1	length_only
LUK	1	15	मेको कोव़जम बाक्‍मेनुन, परमप्रभु यावे आ सोक्‍तीम ब्रीशो बाक्‍ब।	उनी आमाको गर्भमा नै पवित्र आत्माले भरिनेछन् ।	1:1	length_only
LUK	1	16	मेकोमी शुश इस्राएली आन थुं परमप्रभु, आन परमप्रभु यावे गे लेप्‍पाइक्‍ब।	अनि उनले इस्राएलका धेरै मानिसहरूलाई परमप्रभु तिनीहरूका परमेश्‍वरतर्फ फर्काउनेछन् ।	1:1	length_only
LUK	1	17	मिनु मेकोमी एलीया आ सोक्‍त नु सक्ति तशा, आम आफ आ थुं आन तमी तौ गे लेप्‍पाइक्‍ब।	उनी एलियाको आत्माको शक्‍तिमा परमप्रभुको अगि-अगि जानेछन् ।	1:1	length_only
LUK	1	17	मिनु मटीब आन कली ठीक पतीक लां जोक्‍ब तुइक्‍ब सेल्‍ब।	उनले बुबाहरूको हृदय आफ्ना छोराछोरीतिर फर्काउनेछन् र अनाज्ञाकारीहरूलाई बुद्धि र धार्मिकतामा हिँडाउनेछन् ।	1:1	length_only
LUK	1	17	मिनु मोपा मुर आन कली प्रभु नु ग्रुम्‍पाइक्‍चा कली ठीक सेल्‍ब” देंमाक्‍त।	उनले मानिसहरूलाई परमप्रभुको निम्ति तयार गर्नका लागि त्यसो गर्नेछन् ।”	1:1	length_only
LUK	1	18	मिनु जकरियाम परमप्रभु यावे आ स्‍वर्ग ङा गेय पाइब कली “गो खाल्‍पा दुम्‍ती, आं मीश खाल्‍पी दुम्‍त। आल थीनस्‍कु, दे दोपा थमा सुइक्‍चा ङा?” देंमाक्‍त।	जकरियाले स्वर्गदूतलाई भने, “यो कुरा पुरा हुनेछ भनी मैले कसरी थाहा पाउने ?” किनकि म बुढो भइसकेँ र मेरी पत्‍नी पनि बुढी भइसकिन् ।”	1:1	length_only
LUK	1	19	मिनु “गो परमप्रभु यावे आ स्‍वर्ग ङा गेय पाइब गाब्रीएल नङ। गो परमप्रभु यावे आ ङोंइती बाक्‍नुङ। परमप्रभु यावेमी इ कली ग्‍येरपाइक्‍ब लोव़ नेंपाइक्‍थ सोइक्‍ताक्‍यी।	तब स्वर्गदूतले जवाफ दिए र उनलाई भने, म गब्रिएल हुँ, जो परमेश्‍वरको उपस्थितिमा उभिन्‍छु । तिम्रो निम्ति बोल्न र शुभ खबर दिन मलाई पठाइएको हो ।”	1:2	length_only
LUK	1	20	तन्‍न गे आं देंशो लोव़ थमा मसुदी। मोपतीके आं देंशो लोव़ नेल्‍ल मदुम सम्‍म गे इ सेंदा सोव़शा ब्‍वाक्‍ने मचाप्‍ब दुम्‍नेवे” देंमाक्‍त।	हेर, ती कुरा हुने समयसम्म तिमी शान्त रहनेछौ र बोल्न सक्‍ने छैनौ, किनकि तिमीले मेरो वचनमा विश्‍वास गरेनौ, जुन ठिक समयमा पुरा हुनेछ ।”	2:1	length_only
LUK	1	21	जकरिया आगाम बाक्‍मेनु, शुश मुर लाङगाम देल्‍शा “ना रेन आगा ओव़शो मार पवा माइ, काइ मग्रू” देंशा रिम्‍दमे बाक्‍त।	अनि जकरियाले लामो समयसम्म मन्दिरमा समय बिताइरहेकाले मानिसहरू अचम्म मान्दै पर्खिरहेका थिए ।	1:1	length_only
LUK	1	22	मिनु नोले जकरिया ग्रूशा “लोव़ पङ” देंमेनु, काइ लोव़ पने मचबा बाक्‍त। मिनु गुइ चाल पवा बाक्‍‍त।	तर, जब तिनी बाहिर आए, तब उनी तिनीहरूसँग बोल्न सकेनन् र उनले मन्दिरभित्र एउटा दर्शन देखे भनी तिनीहरूले महसुस गरे ।	2:1	length_only
LUK	1	22	मिनु लाङगाम बाक्‍बपुकीमी “मेकोम परमप्रभु यावे कली ग्रुमा बाक्‍त” दे तुइक्‍तमे बाक्‍त।	उनले तिनीहरूलाई इसारा मात्र गरे, तर बोल्न सकेनन् ।	1:1	length_only
LUK	1	23	मिनु अबीयाह आ हुल ङा पालो नुप्‍शा, जकरिया आ खिं लेम्‍माक्‍त।	जब तिनको सेवाको समय समाप्‍त भयो, तब तिनी आफ्नो घरमा फर्किए ।	1:1	length_only
LUK	1	24	मिनु आ मीशेम कोव़ज कुरा बाक्‍त।	ती दिनहरूपछि, तिनकी पत्‍नी एलीशिबा गर्भवती भइन् ।	1:1	length_only
LUK	1	24	मिनु ५ महिना सम्‍म सुइ आन कली मतुइक्‍पाइक्‍थु, खिं ङा खिं बाक्‍माक्‍त।	पाँच महिनासम्म उनले यसो भन्दै आफूलाई लुकाइन् ।	1:1	length_only
LUK	1	25	मिनु “मुरपुकीमी आं कली आल मथीब, दे महिक्‍गेम। मुल परमप्रभुमी आं कली हिक्‍पाइक्‍चा कली शिशी पतीकेमी आल थीब दुम्‍पाइक्‍‍ती” देंमाक्‍त।	“परमप्रभु परमेश्‍वरले मेरो लागि यो गर्नुभएको छ, उहाँले ममाथि निगाह गर्नुभयो र मानिसहरूका बिचबाट मेरो निन्दा हटाउनुभयो ।	1:1	length_only
LUK	1	26	एलीशीबामी आल कुरशो ६ महिना दुम्‍मेनु, परमप्रभु यावे आ स्‍वर्ग ङा गेय पाइब गाब्रीएल गालील रागी ङा नासरथ सहर सोइक्‍चा पुंइसे बाक्‍त।	एलीशिबा गर्भवती भएको छैठौँ महिनामा, परमेश्‍वरले गालीलको सहर नासरतमा गब्रिएल स्वर्गदूतलाई पठाउनुभयो ।	1:1	length_only
LUK	1	27	मेकेर मरीयम नें पाइश्‍शो मीश आल का बाक्‍माक्‍त।	परमेश्‍वरले तिनलाई एउटा कन्याकहाँ पठाउनुभयो जसको योसेफ भन्‍ने मानिससँग मगनी भएको थियो ।	1:1	length_only
LUK	1	27	मरीयम दाऊद आ थर ङा योसेफ माइश्‍शो वोंइश मुर नु ग्‍युंबे पचशो बाक्‍माक्‍त।	तिनी दाऊदका वंशका थिए र कन्याको नाउँ मरियम थियो ।	1:1	length_only
LUK	1	28	गाब्रीएल मरीयम आ बाक्‍तीके जाक्‍शा, मरीयम कली “परमप्रभु गे नु बाक्‍ब। इ कली दाक्‍शा, आसीक गेते” दे सेउ पवा बाक्‍त।	उनी तिनीकहाँ आए र भने, “तिमीलाई अभिवादन ! तिमीले परमेश्‍वरबाट धेरै निगाह पाएकी छ्यौ ।”	1:1	length_only
LUK	1	29	मिनु मरीयममी परमप्रभु यावे आ स्‍वर्ग ङा गेय पाइब कली तशा, आ लोव़ नेंशा छक लाक्‍शा “मार लोव़ माइ” दे मिम्‍ता बाक्‍त।	तर उनको वचन सुनेर तिनले यो कस्तो प्रकारको अभिवादन हो भनी तिनी विचलित भइन् र चकित परिन् ।	1:1	length_only
LUK	1	30	मिनु गाब्रीएलमी “ए मरीयम, महिनो। परमप्रभु यावेमी इ कली दाक्‍शा योव़ते।	तब स्वर्गदूतले उनलाई भने, “मरियम, तिमी नडराऊ । किनकि तिमीले परमेश्‍वरबाट निगाह प्राप्‍त गरेकी छ्यौ ।	1:1	length_only
LUK	1	31	गे मुल कोव़ज कुरशा, तौ का थीनेवे।	हेर, तिमी गर्भवती हुनेछ्यौ र एउटा छोरा जन्माउनेछ्यौ ।	1:1	length_only
LUK	1	31	मिनु इ तौ कली येसु नें वोतो।	तिमीले उहाँको नाउँ येशू राख्‍नेछ्यौ ।	1:1	length_only
LUK	1	32	मेको ठेयब दुम्‍ब। मेको कली नेल्‍ल क्‍येङा ठेयब आ तौ देंनीम।	उहाँ महान हुनुहुनेछ र उहाँ सर्बोच्च परमेश्‍वरको पुत्र भनेर चिनिनु हुनेछ ।	2:1	length_only
LUK	1	32	मिनु परमप्रभु, परमप्रभु यावेमी मेको कली आ किकी पिपी दाऊद आ ठेयब नित्‍तीके गेब।	परमप्रभु परमेश्‍वरले उहाँलाई उहाँको पिता दाऊदको सिंहासन दिनुहुनेछ ।	1:1	length_only
LUK	1	33	मिनु मेको याकूब आ खिं ङा मुर, यहूदी आन पिप दुम्‍शा, हुकुम पाइब।	उहाँ महान् हुनुहुनेछ र उहाँ सर्वोच्‍च परमेश्‍वरका पुत्र कहलाइनुहुनेछ ।	1:1	length_only
LUK	1	33	मिनु आ राज्‍य गेनायो मनुप्‍ब” देंमाक्‍त।	परमप्रभु परमेश्‍वरले उहाँलाई उहाँका पुर्खा दाऊदको सिंहासन दिनुहुनेछ ।	1:1	length_only
LUK	1	34	मरीयममी मेको लोव़ नेंशा “गो मुल सम्‍म ग्‍युंबे मपशो बाक्‍नुङ। गो वोंइश मुर नु मइम्‍ङ। इन देंशो दोपा दुम्‍ने चाप्‍बा ङा?” दे हिल्‍लो पवानु	तब मरियमले स्वर्गदूतलाई भनिन्, “यो कसरी हुन सक्छ जब कि अहिलेसम्म म कुनै मानिससँग सुतेकै छैन ?”	1:1	length_only
LUK	1	35	“परमप्रभु यावे आ सोक्‍तीमी इ कली सुम्‍ब। मिनु नेल्‍ल क्‍येङा ठेयब आ सक्ति ताइनेवे। मोपतीके इ आल परमप्रभु यावे के बाक्‍ब। मेको कली परमप्रभु यावे आ तौ देंनीम।	अनि स्वर्गदूतले जवाफ दिए, र उनलाई भने, “पवित्र आत्मा तिमीमाथि आउनुहुनेछ र सर्वोच्‍चका परमेश्‍वरको शक्‍तिले तिमीलाई ढाक्‍नेछ । त्यसैले, जो पवित्र जन्मनुहुनेछ उहाँलाई परमेश्‍वरका पुत्र भनेर बोलाइनेछ ।	1:1	length_only
LUK	1	36	इ थर ङा एलीशीबा कली यो मार दुम्‍त देंशा हना, आल मथीब खाल्‍पी बाक्‍त हना यो, मुल कोव़ज कुरशो ६ महिना दुम्‍त।	अनि हेर, तिम्री नातेदार एलीशिबाले पनि उनको वृद्धावस्थामा एउटा छोरा जन्माउन गर्भवती भएकी छन् । उनलाई बाँझी भनिए तापनि उनी अहिले ६ महिनाको गर्भवती अवस्थामा छिन् ।	1:2	length_only
LUK	1	37	मारदे हना परमप्रभु यावेमी पने मचाप्‍शो मारेइ मबाक्‍ब” देंमाक्‍त।	परमेश्‍वरको लागि कुनै पनि कुरा असम्भव हुनेछैन ।”	1:1	length_only
LUK	1	38	मिनु मरीयममी “गो परमप्रभु आ वाइलीम दुम्‍ती। मिनु इन देंशो बुद पा आ दाक्‍शो पपाइय्‍यील” देंमाक्‍त। मिनु परमप्रभु यावे आ स्‍वर्ग ङा गेय पाइब लेश्‍शा ल‍माक्‍त।	मरियमले भनिन्, “हेर, म परमप्रभुकी दासी एक स्‍त्री हुँ । तपाईंको सन्देशअनुसार नै मेरो निम्ति होस् ।” त्यसपछि स्वर्गदूत उनीबाट बिदा भए ।	2:1	length_only
LUK	1	39	मिनु नोले मरीयम यहूदीया रागी ङा पहाडी सहर कामी बाक्‍शो एलीशीबा कली ग्रुम्‍थ लमाक्‍त।	त्यसपछि मरियम ती दिनहरूमा हतारिँदै यहूदाको पहाडी देशको एउटा सहरमा गइन् ।	1:1	length_only
LUK	1	40	मिनु जकरिया आ खिं ओव़शा, एलीशीबा कली सेउ पवा बाक्‍त।	जहाँ उनी जकरियाको घरमा गइन् र एलीशिबालाई अभिवादन गरिन् ।	1:1	length_only
LUK	1	41	मरीयम आ सेउ ताक्‍गानु, एलीशीबा आ कोव़ज ङा आल प्रेक्‍माक्‍त। मिनु परमप्रभु यावे आ सोक्‍तीमी एलीशीबा कली प्रिंदा बाक्‍त।	जब एलीशिबाले मरियमको अभिवादन सुनिन्, उनको गर्भमा भएको बालक उफ्रियो र एलीशिबा पवित्र आत्माले भरिइन् ।	2:1	length_only
LUK	1	42	मिनु ठेयब सेंदा पा मरीयम कली “मीश मुर नेल्‍ल आन दातेमी गे आसीक ताइब बाक्‍नेवे। इ कोव़ज ङा आल आसीक ताइब बाक्‍ब।	तिनले ठुलो आवाजले उनलाई यसो भनिन्, “स्‍त्रीहरूमा तिमी धन्यकी हौ र तिम्रो गर्भको फल धन्यको होस् ।”	1:1	length_only
LUK	1	43	आं प्रभु आ ममा दोपा आं खिंमी आं कली ग्रुम्‍थ जाक्‍नी?	तब यो कसरी हुन कि सक्छ मेरा प्रभुकी आमा मकहाँ आउनुभयो ?	1:1	length_only
LUK	1	44	गो इ सेउ ताक्‍गुनु, आं कोव़ज ङा आल ग्‍येरशा प्रेक्‍त।	तब हेर, जब तिम्रो अभिवादनको आवाज मेरो कानमा आयो, मेरो गर्भमा भएको बालक आनन्दले उफ्रियो ।	1:1	length_only
LUK	1	45	गे परमप्रभु आ लोव़ नेंशा, आ देंशो गेना हना यो जाक्‍दीप्‍ब, दे थमा सुइक्‍तीनी। परमप्रभु यावेम इन कली आसीक गेवल” देंमाक्‍त।	अनी जसले विश्‍वास गरेकी छिन्, धन्यकी हुन् किनकि जुन कुराहरू उनलाई परमप्रभुबाट भनिएको थियो ती पुरा हुनेछन् ।”	2:1	length_only
LUK	1	46	मिनु मरीयममी “आं थुंमी परमप्रभु कली ठेयब सेल्‍नुङ।	मरियमले भनिन्, “मेरो प्राण परमभुमा आनन्दित छ ।	1:1	length_only
LUK	1	47	मारदे हना मेको आं कली श्‍येत रे प्रोंइब, परमप्रभु बाक्‍ब। गो ग्‍येरसीनुङ।	र मेरो आत्मा परमप्रभु मेरो उद्धारकमा आनन्दित हुँदछ ।	2:1	length_only
LUK	1	48	गो महिक्‍सीशो आइक्‍च नङ। तन्‍न परमप्रभु यावेमी आं कली हिक्‍ती।	किनकि उहाँले आफ्नी दासी स्‍त्रीको नीच अवस्थामा ध्यान दिनुभएको छ ।	2:1	length_only
LUK	1	48	मुल ङा मेरे जात नेल्‍ल ङा मुरपुकीमी आं कली आसीक गेनीम।	अब हेर, अहिलेबाट सबै पुस्ताहरूले मलाई धन्यकी भन्‍नेछन् ।	1:1	length_only
LUK	1	49	मारदे हना सक्ति पाइश्‍शोमी आं कली थम रिम्‍शो पाइक्‍ती। परमप्रभु यावे आ नें का ला बाक्‍ब।	किनकि सर्वशक्‍तिमान्‌ले मेरो लागि महान् कार्य गर्नुभएको छ, र उहाँको नाउँ पवित्र छ ।	2:1	length_only
LUK	1	50	सु सुम मेको कली मान पा हिंनीमी, मेको आन कली शिशी पाइब।	जसले उहाँलाई आदर गर्छ, एउटा पुस्तादेखि एर्को पुस्तसम्म उहाँको दया रहिरहन्‍छ ।	1:1	length_only
LUK	1	51	मेकोमी सक्ति कोंइताक्‍व।	उहाँका बाहुलीले शक्‍तिशाली कामहरू गरेका छन् ।	1:1	length_only
LUK	1	51	मिनु ठेयब लेश्‍‍शो आन कली आन मिम्‍शा हिंतीके मेको आन कली गेब।	आफ्नो हृदयमा घमण्ड विचार भएकाहरूलाई उहाँले तितर-बितर पार्नुभएको छ ।	1:1	length_only
LUK	1	52	हुकुम पाइब आन सासन पशो रोइश्‍शा, महिक्‍सीशो आन कली ठेयब सेल्‍तु।	उहाँले राजकुमारहरूलाई तिनीहरूका सिंहासनबाट खसाल्नुभएको छ । अनि तल्लो अवस्थाकाहरूलाई उठाउनुभएको छ ।	1:2	length_only
LUK	1	53	शोव़लु बेक्‍शो आन कली जचा गेब। शोंप पाइश्‍शो आन कली श्‍येत्‍थ गुइ सोइक्‍ब।	उहाँले भोकाहरूलाई असल थोकहरूले भरिदिनुहुन्छ, तर धनीहरूलाई रित्तै हात पठाउनुहुन्छ ।	2:1	length_only
LUK	1	54	मेकोमी आ शिशी कोंइशा, आ वाइल इस्राएल कली वारच पाप्‍तु।	त्यसकारण, आफ्नो दयालाई सम्झना गरेर, उहाँले आफ्नो दास इस्राएललाई सहायता दिनुभएको छ ।	1:1	length_only
LUK	1	55	मेकोमी इं किकी पिपी, अब्राहाम नु आ चच युइ आन कली गेना हना यो शिशी पचा कली मिम्‍ताक्‍व” दे मरीयममी परमप्रभु यावे कली मान पा देंमाक्‍त।	जसरी उहाँले हाम्रा पुर्खाहरूलाई भनेजस्तै, अब्राहाम र उनका वंशसँग सदासर्वदा गर्नुहुनेछ ।”	1:1	length_only
LUK	1	56	मिनु मरीयम एलीशीबा आ खिंमी महिना सां सम्‍म बाक्‍शा, आ खिं लेम्‍माक्‍त।	मरियम झन्डै तिन महिना एलीशिबासँग बसिन् र अनि आफ्नो घरमा फर्किन् ।	1:1	length_only
LUK	1	57	मिनु ङोंइती देंशो बुद पा एलीशीबामी तौ का थि‍माक्‍त।	अब एलीशिबाको बालक जन्माउने बेला आयो, र तिनले एउटा छोरा जन्माइन् ।	1:1	length_only
LUK	1	58	आ एर ओंथ बाक्‍ब नु आ खिं ङा मुर नेल्‍लेमी “परमप्रभुमी मेको कली शिशी पा, तौ थीब सेल्‍तु” देंशो नेंशा, नेल्‍ल मेको नु ग्‍येरसमा बाक्‍त।	जब तिनका छिमेकी र नातेदारहरूले परमप्रभुले तिनीमाथि महान् दया गर्नुभएको कुरा सुने, तब उनीहरू तिनीसँग आनन्दित भए ।	1:1	length_only
LUK	1	59	मिनु आल ८ नाक्‍त दुम्‍मेनु, जकरिया आ खिंमी मुर देल्‍शा, ख्रोइक्‍तीक चिनु ख्रोइश्‍शा, आल आ नें वोइक्‍चा‍मेनु, नेल्‍लेमी “आ आफ आ नें खोदेंशोन वोइक्‍चा” देंमा बाक्‍त।	अब बालक जन्मेको आठौँ दिनमा तिनीहरू बालकको खतना गर्न गए र तिनीहरूले उनलाई आफ्ना पिताको नाउँबाट नै जकरिया भनेर बोलाउन सक्थे ।	1:1	length_only
LUK	1	60	तन्‍न आल आ ममामी “मदुम्‍ब, एको आ नें यूहन्‍ना वोइक्‍चा माल्‍ब” देंमाक्‍त।	तर उनकी आमाले जवाफ दिएर भनिन्, “होइन, उनलाई यूहन्‍ना भनेर बोलाइनेछ ।”	1:1	length_only
LUK	1	61	मिनु मुरपुकीमी “मुल सम्‍म इन खिं ङा सुइ मुरुमी मोदेंशो नें मवोदेम” देंमा बाक्‍त।	तिनीहरूले तिनलाई भने, “तिम्रा नातेदारहरूका बिचमा यो नाउँ भएको त्यहाँ कोही पनि छैन ।”	1:1	length_only
LUK	1	62	मिनु नोले “आ आफ कली हिल्‍लो पय” दे जकरिया कली हिल्‍लो पामेनु,	तिनीहरूले उनको बुबासँग इसारा गरेर बालकको नाउँ के राख्‍न चाहेका छन् भनेर तिनलाई सोधे ।	1:1	length_only
LUK	1	63	जकरियाम ब्रेक्‍तीक का पितीन, दे चाल पा “आं तौ आ नें यूहन्‍ना वोतीने” दे ब्रेक्‍ता बाक्‍त।	उनले लेख्‍नका लागि पाटी मागे, र त्यसमा “तिनको नाउँ यूहन्‍ना हो” भनेर लेखे ।	1:1	length_only
LUK	1	63	मिनु नेल्‍ले छक लाक्‍मा बाक्‍त।	त्यो देखेर तिनीहरू सबै अचम्मित भए ।	1:1	length_only
LUK	1	64	मेना जकरिया आ सेंदा ग्रिश्‍शा, ब्‍वाक्‍ने चाप्‍ब दुम्‍शा, परमप्रभु यावे कली ठेयब सेला बाक्‍त।	तुरुन्तै उनको मुख खुल्यो र जिब्रोको बन्धन टुट्यो, अनि तिनले बोल्न सुरु गरे र परमेश्‍वरको प्रशंसा गरे ।	1:1	length_only
LUK	1	65	मिनु लोव़ पाइब दुम्‍त देंशो नेंशा, मुर नेल्‍ल छक लाक्‍शा हिंमा बाक्‍त। मिनु मेको लोव़ यहूदीया ङा पहाड नेल्‍ल ब्रमाक्‍त।	तिनीहरूका वरिपरि बस्‍नेहरूको बिचमा भय उत्पन्‍न भयो र त्यहाँ भएका कुराहरू यहूदाको पहाडी मुलुकभरि नै फैलियो ।	2:1	length_only
LUK	1	66	नेंबपुकीमी मेको लोव़ आन थुंमी वोइश्‍शा “मेको आल नोले दोदेंशो दुम्‍बा?” देंमुमा बाक्‍त। मारदे हना परमप्रभु मेको आल नु बाक्‍माक्‍त।	त्यसपछि यी कुरा सुन्‍ने सबैले आफ्नो हृदयमा राख्‍दै भने, “त्यसो भए, अब यो बालक कस्तो हुनेछ ?” किनकि परमप्रभुको हात त्यस बालकसँग थियो ।	2:1	length_only
LUK	1	67	आल आ आफ जकरियामी परमप्रभु यावे आ सोक्‍तीम ब्रीशा, परमप्रभु यावे आ लोव़ पवा बाक्‍त।	उनका पिता जकरिया पवित्र आत्माले भरिए र यसो भन्दै अगमवाणी गरे,	1:1	length_only
LUK	1	68	मेकोमी “परमप्रभु, इस्राएली आन परमप्रभु यावे ठेयब बाक्‍ब। मारदे हना इस्राएल ङा मुर इं कली शिशी पा पाप रे प्रोंइब सोइक्‍चाप्‍तु।	“इस्राएलका परमप्रभु परमेश्‍वरको प्रशंसा होस्, किनभने उहाँले आफ्ना मानिसहरूका लागि सहायता र उद्धारको काम गर्नुभएको छ ।	1:1	length_only
LUK	1	69	मेकोमी आ गेय पाइब दाऊद आ खिं ङा मुर रे इं कली सक्ति पाइश्‍शो पाप रे प्रोंइब सोइक्‍ताक्‍व।	उहाँले हाम्रा निम्ति मुक्‍तिको सिङ्लाई उहाँका दास दाऊदको घरानाबाट शक्‍तिशाली रूपमा खडा गर्नुभएको छ ।	1:1	length_only
LUK	1	70	साइ नेसी परमप्रभु यावेमी आ लोव़ पाइब आन कली मेको इस्राएल कली पाप रे प्रोंइब आ पर्बम लोव़ पपदा बाक्‍त। मिनु मेको लोव़ पाइबपुकीमी मार देंमा बाक्‍त देंशा हना	प्राचीन कालमा उहाँका पवित्र अगमवक्‍ताहरूका मुखद्वारा बोल्नुभए झैँ भयो ।	2:1	length_only
LUK	1	71	‘परमप्रभु यावेमी गो इस्राएल ङा मुर आंइ कली आंइ जोरी सत्रु आन गुइ रे नु आंइ कली काइ मदाक्‍ब रे प्रोंइब’ देंमा बाक्‍त।	उहाँले हाम्रा शत्रुहरू र हामीलाई घृणा गर्नेहरूबाट छुटकारा दिनुहुनेछ ।	1:1	length_only
LUK	1	72	‘परमप्रभु यावेमी आंइ किकी पिपी आन कली शिशी पाइनुङ’ दे आ पशो कबल मिम्‍ताक्‍व।	यो उहाँले हाम्रा पुर्खाहरूप्रति दया प्रकट गर्न र उहाँको पवित्र करारलाई स्मरण गर्नलाई गर्नुभएको छ ।	1:1	length_only
LUK	1	73	मोदेंशो पा शिशी पाइनुङ, दे इं किकी पिपी अब्राहाम नु कसम जशा लोव़ थोक्‍ता बाक्‍त। मार लोव़ थोक्‍शो बाक्‍त देंशा हना	त्यो करारचाहिँ उहाँले हाम्रा पुर्खा अब्राहामसँग गर्नुभएको शपथ हो ।	2:1	length_only
LUK	1	74	‘गो इं जोरी सत्रु आन गुइ रे प्रोंइचा पुंइसीनय। मिनु गो महिंथु परमप्रभु यावे कली ठेयब सेल्‍ने चाप्‍नय।	उहाँले हामीलाई हाम्रा शत्रुहरूका हातबाट मुक्‍त गर्न र उहाँको सम्मुख हाम्रो सारा जीवनभर	1:1	length_only
LUK	1	75	आ मुर दुम्‍शा, ब्रोंइका सम्‍म ठीक गेय पा बाक्‍ने चाप्‍यल’ दे परमप्रभु यावे आ लोव़ पाइबमी देंमा बाक्‍त।	पवित्रता र धार्मिकतामा उहाँको सेवा गर्नलाई योग्यको बनाउने शपथ खानुभयो ।	1:1	length_only
LUK	1	76	मिनु जकरियामी आ तौ कली ‘गे नेल्‍ल क्‍येङा ठेयब आ लोव़ पाइब’ देंनीमी। मारदे हना गे प्रभु आ ङोंइती गाक्‍शा, मेको आ लां सेल्‍नेवे।	हो, बालक तिमी, सर्वोच्‍चका अगमवक्‍ता कहलाइनेछौ, किनभने तिमी मानिसहरूका निम्ति मार्ग तयार पार्न प्रभुको अगि-अगि जानेछन् ।	2:1	length_only
