suz_word	npi_word	frequency	sil_match_status
लोक्‍ब	भाइहरूलाई	10	not_in_SIL
नासरथ	नासरतका	10	not_in_SIL
सिक्‍सी	चुप	10	not_in_SIL
रे	आएका	10	disagree
सोइक्‍तमे	पठाए	10	not_in_SIL
ख्रुइश्‍शो	गुप्‍त	10	not_in_SIL
पाइश्‍शो	गरेका	10	not_in_SIL
एर	वरिपरि	10	agree
सेंचा	जीवित	10	disagree
का	अरूहरूले	10	disagree
बाक्‍त	सकेनन्	10	not_in_SIL
बाक्‍माक्‍त	थिएन	10	not_in_SIL
दाक्‍बा	गर्छ	10	not_in_SIL
क्‍येङा	झन्	10	not_in_SIL
किकी	पिता	10	not_in_SIL
यो	प्रतिज्ञा	10	disagree
नु	निम्ति	10	disagree
लोव़	वचनमा	10	disagree
मेको	तिनीहरूका	10	not_in_SIL
कली	हरेकलाई	10	agree
पापी	पापी	10	not_in_SIL
कली	बिन्ती	10	disagree
लोव़	आवाज	10	disagree
खोदेंशो	त्यसै	10	disagree
मुल	म	10	disagree
ब्रोंइतीक	जीवनको	10	not_in_SIL
तुइक्‍नुङ	थाहा	10	not_in_SIL
ख्रीस्‍त	ख्रीष्‍टले	10	not_in_SIL
यहूदी	यहूदीहरूलाई	10	not_in_SIL
आगामी	ममा	10	not_in_SIL
मनङ	होइन	10	not_in_SIL
बाक्‍तेक्‍म	छन्	10	not_in_SIL
देंशा	कि	10	not_in_SIL
आन	सबैका	10	disagree
सोक्‍तीमी	आत्मामा	10	not_in_SIL
यावे	परमेश्‍वरलाई	10	not_in_SIL
कली	खातिर	10	disagree
जहाज	जहाजमा	10	not_in_SIL
पावलमी	उनले	10	not_in_SIL
पावल	पावलको	10	not_in_SIL
यावेमी	यो	10	not_in_SIL
श्‍येत	कष्‍टमा	10	not_in_SIL
मुने	शर्ममा	10	disagree
सक्ति	सर्वशक्‍तिमान्	10	not_in_SIL
पाठा	थुमाको	10	not_in_SIL
डप्‍का	कचौरा	10	not_in_SIL
हेरोद	हेरोदको	9	not_in_SIL
हेरोद	हेरोद	9	not_in_SIL
शुश	अति	9	disagree
इजीप्‍त	मिश्र	9	not_in_SIL
इजीप्‍त	मिश्रमा	9	not_in_SIL
यसैयामी	यशैया	9	not_in_SIL
रवा	रुख	9	agree
गालील	गालीलबाट	9	not_in_SIL
एको	यिनी	9	not_in_SIL
ब्रेक्‍पाइश्‍शो	लेखिएको	9	not_in_SIL
पाइब	गर्नुहुनेछ	9	not_in_SIL
खोइल	खुट्टा	9	disagree
सैतान	शैतान	9	not_in_SIL
नेंशा	सुन्‍नुभयो	9	not_in_SIL
कापेरनाउम	कफर्नहुममा	9	not_in_SIL
नु	बिचमा	9	disagree
बाक्‍त	लाग्यो	9	not_in_SIL
आन	र	9	agree
गोमी	म	9	not_in_SIL
मार	तिमीहरूलाई	9	disagree
बाक्‍ब	थियो	9	not_in_SIL
मो	ताकि	9	disagree
स्‍वर्ग	स्वर्गीय	9	not_in_SIL
मोदेंशो	ताकि	9	disagree
आफ	पितासँग	9	disagree
मुलाक्‍ती	आज	9	not_in_SIL
इन	निम्ति	9	disagree
थुं	मन	9	disagree
फेक्‍चा	वा	9	not_in_SIL
सेल्‍शो	बनाइएको	9	not_in_SIL
इन	तपाईं	9	agree
पाइब	निको	9	not_in_SIL
मिनु	त्‍यसपछि	9	disagree
मेको	सो	9	not_in_SIL
नेल्‍ल	पुरै	9	disagree
बाक्‍त	आयो	9	not_in_SIL
क्‍याम्‍चा	क्षमा	9	not_in_SIL
पोक्‍ब	उठाउने	9	not_in_SIL
दाक्‍नुङ	चाहन्छु	9	not_in_SIL
मो	तुरुन्तै	9	disagree
कली	भिडलाई	9	agree
सु	जसलाई	9	disagree
जना	जनालाई	9	not_in_SIL
अर्को	गैरयहूदीहरू	9	not_in_SIL
मुरपुकीमी	जसले	9	not_in_SIL
महिनीन	नडराओ	9	not_in_SIL
लोव़	अगमवक्‍ता	9	disagree
बेक्‍शो	फेरि	9	not_in_SIL
मार	यस्तो	9	disagree
बाक्‍माक्‍त	हो	9	not_in_SIL
हना	यदि	9	disagree
नङ	छु	9	not_in_SIL
आन	निको	9	disagree
पाइब	दास	9	not_in_SIL
मताइब	अन्धो	9	not_in_SIL
आ	उसका	9	disagree
दोस	न्याय	9	not_in_SIL
मेकोमी	तिनी	9	not_in_SIL
जुक्‍तमे	बिउहरू	9	not_in_SIL
६०	केहीले	9	not_in_SIL
कली	दिइएको	9	disagree
मुर	मानिसले	9	agree
आ	हामीलाई	9	disagree
समुन्‍द्रमी	समुद्रमा	9	not_in_SIL
हिल्‍लो	उहाँलाई	9	not_in_SIL
फश	बतास	9	disagree
वोल	भूत	9	agree
निम्‍फा	दुवै	9	not_in_SIL
मेकोपुकीमी	उहाँलाई	9	not_in_SIL
शेंशो	कुरा	9	not_in_SIL
खिं	निर्माण	9	disagree
पाइबा	गर्छ	9	not_in_SIL
रिम्‍शो	लाभ	9	not_in_SIL
येसु	उहाँसँग	9	not_in_SIL
थमा	साँच्‍चै	9	disagree
बाक्‍नीम	हुन्छ	9	not_in_SIL
दुम्‍शा	भएर	9	not_in_SIL
प्रोंइशा	छोडेर	9	not_in_SIL
पचा	इच्छा	9	disagree
नोले	त्यसपछि	9	agree
बाक्‍त	भेट्टाए	9	not_in_SIL
नेल्‍लेमी	हरेकले	9	not_in_SIL
नोले	तर	9	disagree
आ	उहाँबाट	9	disagree
सिजर	कैसरको	9	not_in_SIL
पाम्‍तेक्‍म	छन्	9	not_in_SIL
सम्‍म	जबसम्म	9	not_in_SIL
सजाइ	दण्ड	9	disagree
बाक्‍माक्‍त	हुनुहुन्थ्यो	9	not_in_SIL
ठेयब	महिमित	9	disagree
गेना	सधैँ	9	disagree
पास्‍सा	निस्तार-चाडको	9	not_in_SIL
गो	मसँगै	9	agree
कली	उसले	9	disagree
थुं	आत्मा	9	agree
लशा	र	9	not_in_SIL
मुल	अझै	9	disagree
किंत	दिनहुँ	9	not_in_SIL
पत्रुस	पत्रुसले	9	not_in_SIL
सांमी	तिन	9	not_in_SIL
आ	मानिसको	9	disagree
ख्रिनु	भूकम्प	9	disagree
मरीयम	मग्दलिनी	9	not_in_SIL
सम्‍म	दिनसम्म	9	not_in_SIL
लोव़	यही	9	disagree
पाप	पापहरू	9	not_in_SIL
पाइश्‍शो	शक्‍तिशाली	9	not_in_SIL
आन	मानिसको	9	disagree
डोंगा	डुङ्गा	9	disagree
शेंसीबपुकीमी	तिनीहरूले	9	not_in_SIL
येसुमी	सोध्‍नुभयो	9	not_in_SIL
बाक्‍नीकी	छौँ	9	not_in_SIL
ङोंइती	तिनीहरूले	9	disagree
गे	तिम्रो	9	disagree
मारेइ	न	9	agree
यो	मेरो	9	disagree
सोक्‍त	आत्मामा	9	disagree
मेको	यसलाई	9	not_in_SIL
निक्‍शीमी	केहीले	9	not_in_SIL
मोदेंशो	तिनीहरूले	9	disagree
कामी	कसैले	9	not_in_SIL
आसीक	आशिष्‌‌	9	disagree
हना	गर्छौ	9	disagree
पशो	गरेको	9	not_in_SIL
दुम्‍त	थियो	9	not_in_SIL
ब्रेक्‍पाइश्‍शो	धर्मशास्‍त्र	9	not_in_SIL
बाक्‍त	गरेनन्	9	not_in_SIL
ना	समय	9	disagree
बाक्‍ब	बस्‍ने	9	not_in_SIL
नेंशा	सुनेका	9	not_in_SIL
अरेशो	व्यवस्थाले	9	not_in_SIL
मुरपुकीमी	भिडले	9	not_in_SIL
जग	जग	9	not_in_SIL
बाक्‍नीमी	छन्	9	not_in_SIL
नोले	कुराहरूपछि	9	agree
मबाक्‍ब	होइन	9	not_in_SIL
आ	प्रभुको	9	disagree
तन्‍न	किनकि	9	disagree
लाजरस	लाजरस	9	not_in_SIL
ङा	बिचमा	9	disagree
ग्‍येरपाइक्‍तीक	सुसमाचार	9	not_in_SIL
मेकोपुकीमी	उनीहरूले	9	not_in_SIL
मेकोपुकी	तिनीहरूका	9	not_in_SIL
काथा	तिनीहरूसँगै	9	not_in_SIL
मेको	जसको	9	not_in_SIL
सुइक्‍तेक्‍म	गरे	9	not_in_SIL
जरमेशो	जन्मेको	9	not_in_SIL
रेयके	आवाज	9	disagree
रागी	संसारलाई	9	disagree
सुइक्‍बा	गर्छ	9	not_in_SIL
तुइक्‍नुङ	जान्दछु	9	not_in_SIL
आफ	पिताबाट	9	disagree
बाक्‍ब	रहन्छ	9	not_in_SIL
गेपुकी	तिमीहरूको	9	agree
जोल	झुट	9	disagree
तन्‍न	तापनि	9	disagree
खोइल	गोडा	9	disagree
बेक्‍चा	मृत्यु	9	not_in_SIL
मोपा	तिनीहरू	9	disagree
लोव़	अर्थ	9	disagree
गेपुकीमी	तपाईंहरूले	9	not_in_SIL
आ	ख्रीष्‍टको	9	disagree
शिशी	अनुग्रहमा	9	disagree
रागी	माझमा	9	disagree
तिमोथी	तिमोथी	9	not_in_SIL
पावल	उनलाई	9	not_in_SIL
रोमी	रोमी	9	not_in_SIL
गे	तिमीहरूको	9	disagree
सुइक्‍ब	मण्डलीलाई	9	not_in_SIL
कली	भएको	9	disagree
नेल्‍ल	सबैका	9	agree
सेल्‍शो	सृष्‍टि	9	not_in_SIL
सराप	श्रापित	9	not_in_SIL
नें	गर्व	9	disagree
बाक्‍नीनी	हौ	9	not_in_SIL
जन्‍तु	पशुको	9	not_in_SIL
नित्‍तीकेमी	विराजमान	9	not_in_SIL
जन्‍तु	पशुलाई	9	not_in_SIL
याकूब	याकूबका	8	not_in_SIL
मिनु	जसै	8	disagree
रे	यसो	8	disagree
आ	भएको	8	disagree
आ	उहाँकी	8	disagree
मेकेर	त्यहीँ	8	disagree
दुम्‍माक्‍त	भयो	8	not_in_SIL
मुरुमी	तिनीहरूले	8	not_in_SIL
मेको	तिनले	8	not_in_SIL
मशिरनुङ	छैनँ	8	not_in_SIL
ग्रूशा	निस्केर	8	not_in_SIL
लोव़मी	छ	8	not_in_SIL
सेउ	आराधना	8	not_in_SIL
ग्‍याइल	जाल	8	not_in_SIL
जब्‍दी	जब्दियाका	8	not_in_SIL
डोंगाम	डुङ्गामा	8	not_in_SIL
तौ	सन्तान	8	disagree
आन	मानिसहरूले	8	disagree
फरिसी	फरिसी	8	not_in_SIL
साइ	प्राचीन	8	disagree
मूर्ख	मूर्ख	8	not_in_SIL
मीम	आगोमा	8	not_in_SIL
नु	विरुद्धमा	8	agree
मुरुमी	कसैले	8	not_in_SIL
कली	घृणा	8	disagree
तौ	छोराहरू	8	agree
क्‍याम्‍शा	क्षमा	8	not_in_SIL
मचाप्‍ब	सक्दैन	8	not_in_SIL
तुइक्‍ब	जान्‍नुहुन्छ	8	not_in_SIL
गे	तिमीहरूमध्ये	8	disagree
आन	अगमवक्‍ताहरूको	8	disagree
कप्‍तान	कप्‍तान	8	not_in_SIL
कली	नोकरलाई	8	agree
नोले	उहाँ	8	disagree
खोदेंशो	यस्तो	8	disagree
मेकोमी	उहाँ	8	not_in_SIL
आइक्‍ची	पारिपट्टि	8	not_in_SIL
कली	व्यक्‍तिलाई	8	agree
छुल	उठ	8	disagree
ब्राख्‍ये	ओछ्यान	8	not_in_SIL
ग्‍युम्‍ले	दुलहा	8	not_in_SIL
वा	कपडाको	8	disagree
बर्स	वर्षदेखि	8	disagree
लोव़	खबर	8	disagree
रे	भएर	8	disagree
सुम्‍शो	लागेको	8	not_in_SIL
चहिं	यसो	8	disagree
शिशी	दयाले	8	agree
वोल	आत्माहरू	8	disagree
चांदी	चाँदी	8	agree
गाउं	गाउँमा	8	agree
खिंमी	सभाघरहरूमा	8	not_in_SIL
तमी	छोराछोरीहरू	8	agree
होव़प	नोकर	8	disagree
बाक्‍मा	भएका	8	not_in_SIL
ब्राइब	गर्दछ	8	not_in_SIL
सोइक्‍ब	पठाउनुहुनेलाई	8	not_in_SIL
यूहन्‍ना	यूहन्‍नाले	8	not_in_SIL
कली	जसको	8	disagree
बेक्‍शो	मरेका	8	not_in_SIL
वा	लुगा	8	agree
टायर	टुरोस	8	not_in_SIL
गेपुकी	तिमीहरूका	8	agree
बोल्‍यो	बलियो	8	not_in_SIL
पाप	क्षमा	8	not_in_SIL
थुं	हृदयमा	8	disagree
वोइश्‍शो	राखिएको	8	not_in_SIL
मोदेंशो	यस्तै	8	disagree
३०	गुणा	8	not_in_SIL
दा	त	8	agree
जाक्‍मेनु	समयमा	8	not_in_SIL
रे	सुरुदेखि	8	disagree
आन	जनालाई	8	disagree
रू	जमिन	8	disagree
गेय	नोकरहरूलाई	8	disagree
निक्‍शी	छन्	8	not_in_SIL
हिंशा	डरले	8	not_in_SIL
डोंगा	डुङ्गामा	8	disagree
मोदेंशो	यसरी	8	disagree
मिनु	उहाँका	8	disagree
मबा	छैन	8	agree
कली	देखाउन	8	disagree
मुर	जनाको	8	disagree
कों	वा	8	disagree
कली	बदला	8	disagree
मोदेंशो	हामीले	8	disagree
इ	तँलाई	8	disagree
मीश	पत्‍नीसँग	8	disagree
बाक्‍ती	छु	8	not_in_SIL
सोइक्‍तीमी	पठाए	8	not_in_SIL
यरूसलेम	यरूशलेमतिर	8	not_in_SIL
ङोइश्‍शा	चढेर	8	not_in_SIL
खिं	मन्दिरभित्र	8	disagree
मतुइक्‍नीनी	जान्दैनौ	8	not_in_SIL
बाक्‍ब	हुने	8	not_in_SIL
बाक्‍नीम	हुन्छन्	8	not_in_SIL
बेक्‍शो	मृतकहरूको	8	not_in_SIL
शेंब	रब्बी	8	disagree
कपटी	पाखण्डीहरू	8	not_in_SIL
पाइनीम	गर्नेछन्	8	not_in_SIL
लोव़	भनेका	8	disagree
पाइबपुकीमी	न	8	not_in_SIL
का	मानिस	8	disagree
अर्को	अर्का	8	not_in_SIL
ग्‍युरा	दाहिनेपट्टि	8	not_in_SIL
चढ़ेब	पुजारीको	8	not_in_SIL
आ	एक	8	disagree
इन	तपाईंहरूकहाँ	8	disagree
चांदी	चाँदीका	8	agree
मसुप्‍शो	अखमिरी	8	not_in_SIL
जाक्‍मेनु	आउनुभयो	8	not_in_SIL
मोपतीके	ताकि	8	disagree
बाक्‍त	आइपुगे	8	not_in_SIL
ताइनीनी	देख्‍नेछौ	8	not_in_SIL
येसु	प्रभु	8	not_in_SIL
दिचा	आत्मा	8	not_in_SIL
कली	तल	8	disagree
मुरपुकीमी	मानिसहरू	8	not_in_SIL
बाक्‍त	सकून्	8	not_in_SIL
शेंसीबपुकी	चेलाहरूसँग	8	not_in_SIL
बेक्‍शो	चिहानमा	8	not_in_SIL
नाक्‍दो	रात	8	not_in_SIL
क्‍येङा	सर्वोच्‍च	8	not_in_SIL
नें	नाम	8	agree
मेको	त्यहाँ	8	not_in_SIL
वोलमी	भूत	8	not_in_SIL
कली	कुराहरू	8	disagree
लोव़	सत्यता	8	disagree
महिनो	नडराऊ	8	not_in_SIL
जचा	खाने	8	disagree
सापाइक्‍चा	निको	8	not_in_SIL
सरीङ	स्वर्गतिर	8	agree
कली	जीवन	8	disagree
मेको	त्यससँग	8	not_in_SIL
दुम्‍ब	छ	8	not_in_SIL
दुम्‍शो	भएको	8	not_in_SIL
मरिम्‍शो	विरुद्धमा	8	not_in_SIL
अरेशो	आज्ञाहरू	8	not_in_SIL
मेको	उहाँका	8	not_in_SIL
प्रभुमी	परमप्रभुले	8	not_in_SIL
ना	समयमा	8	disagree
एक	यहाँ	8	not_in_SIL
ठिटा	जवान	8	disagree
दोस	विरुद्धमा	8	not_in_SIL
कली	आवश्यक	8	disagree
मी	आगोको	8	agree
महिना	महिनासम्म	8	not_in_SIL
नेंशो	सुनेका	8	not_in_SIL
पाप	उद्धार	8	not_in_SIL
मेको	जुनचाहिँ	8	not_in_SIL
पा	भएर	8	disagree
अर्को	अर्कोलाई	8	not_in_SIL
बेक्‍शो	मृत	8	not_in_SIL
दाक्‍तीके	प्रेम	8	disagree
आं	अब	8	disagree
शुश	लामो	8	disagree
सुमी	कोही	8	not_in_SIL
क्‍येट	पैसाको	8	not_in_SIL
शेंब	शिक्षक	8	disagree
आफ	पिताले	8	disagree
मेको	त्यसमा	8	not_in_SIL
लाइनुङ	छु	8	not_in_SIL
ओटा	दसवटा	8	not_in_SIL
अब्राहाम	अब्राहामलाई	8	not_in_SIL
मारेइ	कुराहरू	8	disagree
मान	महिमा	8	not_in_SIL
नोले	अन्त्य	8	disagree
मुल	किनकि	8	disagree
साइक्‍चा	मृत्युदण्ड	8	not_in_SIL
शीम	क्रुसमा	8	not_in_SIL
आंस	हामीलाई	8	disagree
तपांइसाक्‍व	देखा	8	not_in_SIL
मेको	उहाँमा	8	not_in_SIL
कली	दिएको	8	disagree
फिलीप	फिलिपलाई	8	not_in_SIL
फिलीपमी	फिलिपले	8	not_in_SIL
कली	उहाँमा	8	disagree
कली	ताकि	8	disagree
गेप्‍तु	दिनुभएको	8	not_in_SIL
कली	काम	8	disagree
परमप्रभु	आफैँलाई	8	not_in_SIL
रे	परमेश्‍वरबाट	8	agree
यहूदीपुकीमी	यहूदीहरू	8	not_in_SIL
चच	सन्तानहरू	8	disagree
गोठला	गोठालो	8	disagree
थुं	आत्मामा	8	agree
दुम्‍शा	रूपमा	8	not_in_SIL
पाइब	गर्नेछ	8	not_in_SIL
दाक्‍शो	प्रेम	8	not_in_SIL
कली	अगि	8	disagree
खोदेंशो	हुने	8	disagree
ब्‍वाक्‍कुम	बप्‍तिस्मा	8	not_in_SIL
योव़शो	पवित्र	8	not_in_SIL
आ	वचन	8	disagree
बारनाबास	बारनाबास	8	not_in_SIL
सोक्‍त	आत्मालाई	8	disagree
स्‍वर्ग	स्वर्गदूतको	8	not_in_SIL
लोव़	समय	8	disagree
निसाफ	न्यायकर्ता	8	not_in_SIL
प्रभु	परमेश्‍वरको	8	not_in_SIL
ताता	थियो	8	disagree
थुं	उत्साह	8	disagree
लोव़	भन्दै	8	disagree
देंनुङ	दिन्छु	8	not_in_SIL
यहूदी	व्यवस्था	8	not_in_SIL
अरेशो	व्यवस्थाद्वारा	8	not_in_SIL
छाप	छाप	8	not_in_SIL
अरेशो	व्यवस्थाबाट	8	not_in_SIL
टिने	अधीनमा	8	not_in_SIL
सुइक्‍ब	विश्‍वासीहरूको	8	not_in_SIL
बाक्‍नय	हौँ	8	not_in_SIL
क्‍येक्‍क	बदला	8	not_in_SIL
रागी	पृथ्‍वी	8	disagree
सक्ति	वरदान	8	not_in_SIL
नें	घमण्ड	8	disagree
ङोन	अलग	8	disagree
हेश्‍शो	धारिलो	8	not_in_SIL
कबल	करारको	8	disagree
सुन	सुनका	8	not_in_SIL
चाप्‍नीमी	कान	8	not_in_SIL
नेन्‍मेक्‍ल	सुनोस्	8	not_in_SIL
ठेयब	सिंहासनमा	8	disagree
इसहाक	इसहाक	7	not_in_SIL
योसेफ	योसेफका	7	not_in_SIL
मिनु	समयमा	7	disagree
यहूदीया	यहूदियाको	7	not_in_SIL
ग्‍येरशा	आनन्दित	7	not_in_SIL
धूप	धूप	7	not_in_SIL
सम्‍म	नभएसम्म	7	not_in_SIL
आ	भन्‍नुभएको	7	disagree
जाक्‍चशो	नजिकै	7	not_in_SIL
यहूदीया	यहूदिया	7	not_in_SIL
खोला	नदी	7	not_in_SIL
पा	गर्दै	7	disagree
चहिं	चाहिँ	7	disagree
तवा	देख्‍नुभयो	7	not_in_SIL
ला	केवल	7	disagree
बेक्‍चा	मृत्युको	7	not_in_SIL
ग्रुम्‍तीक	सभाघरहरूमा	7	not_in_SIL
मुरुमी	भिड	7	not_in_SIL
ताइनीम	देख्‍नेछन्	7	not_in_SIL
सुइमी	न	7	not_in_SIL
अरेशो	व्यवस्थालाई	7	not_in_SIL
आइक्‍च	तुच्छ	7	not_in_SIL
यरूसलेम	यरूशलेमको	7	not_in_SIL
पिप	राजाको	7	agree
हना	नगर	7	disagree
आफोमी	पिता	7	not_in_SIL
अर्को	गैरयहूदीहरूले	7	not_in_SIL
थुं	परीक्षामा	7	disagree
बर्त	उपवास	7	not_in_SIL
कुल	अनुहार	7	agree
होव़प	मालिकको	7	agree
ङा	दिनको	7	agree
चाप्‍नीनी	सक्छौ	7	not_in_SIL
बाक्‍ब	हुन्छन्	7	not_in_SIL
चू	काँडाको	7	agree
पाइबपुकी	गर्नेहरू	7	not_in_SIL
नेंशा	सुन्छ	7	not_in_SIL
देंशो	आज्ञा	7	not_in_SIL
गेय	नोकर	7	disagree
पाइनुङ	छु	7	not_in_SIL
ख्रुइ	किटाइ	7	disagree
कप्‍तान	कप्‍तानलाई	7	not_in_SIL
खोइय्‍यी	पछ्याऊ	7	not_in_SIL
सहरम	सहरमा	7	not_in_SIL
शुक्‍शी	ईश्‍वर-निन्दा	7	not_in_SIL
मेकेर	तिनीहरू	7	disagree
बाक्‍शा	बसेर	7	not_in_SIL
तन्‍न	म	7	disagree
यूहन्‍ना	यूहन्‍नाका	7	not_in_SIL
कली	गर्न	7	disagree
आसीक	अभिवादन	7	disagree
नाइक्‍चा	शान्ति	7	not_in_SIL
सोदोम	सदोम	7	not_in_SIL
अर्को	अन्यजातिहरूका	7	not_in_SIL
कली	भन्दछु	7	disagree
दुम्‍नीम	हुनेछन्	7	not_in_SIL
आम	आफ्नो	7	disagree
ताइब	पाउनेछ	7	not_in_SIL
कली	कारणले	7	disagree
आ	अगमवक्‍ताको	7	disagree
आन	सिकाउन	7	disagree
यूहन्‍नामी	यूहन्‍नाको	7	not_in_SIL
सु	जससँग	7	disagree
आन	उहाँका	7	disagree
फेक्‍शा	लगाएर	7	not_in_SIL
मपढेनी	पढेका	7	not_in_SIL
मपढेनी	छैनौ	7	not_in_SIL
जामे	खाए	7	not_in_SIL
ग्रूशा	गए	7	not_in_SIL
सुमी	जो	7	not_in_SIL
दोस	दोषी	7	not_in_SIL
६०	साठी	7	not_in_SIL
जोरी	शत्रु	7	not_in_SIL
आइक्‍च	सानो	7	not_in_SIL
मीश	एउटी	7	disagree
लत	जानुभयो	7	not_in_SIL
मीश	पत्‍नीको	7	disagree
बाक्‍त	दिइयो	7	not_in_SIL
ङांइ	दुईवटा	7	disagree
सरीङ	स्वर्गमा	7	agree
हिंशा	तिनीहरू	7	not_in_SIL
आम	आमा	7	agree
कली	त्यो	7	disagree
ला	बाहेक	7	disagree
जचा	केही	7	disagree
जिक्‍शा	भाँच्‍नुभयो	7	not_in_SIL
लल	रातो	7	agree
कोव़शा	हेरेर	7	not_in_SIL
कली	अझै	7	disagree
६	छ	7	not_in_SIL
आन	उनीहरूको	7	agree
तामे	देखे	7	not_in_SIL
शेंसीब	चेलाहरूकहाँ	7	disagree
नु	तिमीहरूसँग	7	agree
कली	बचाउन	7	disagree
जेर	ऋण	7	disagree
मिनु	एउटा	7	disagree
निक्‍शी	जना	7	not_in_SIL
लोव़	ग्रहण	7	disagree
टिचा	पालन	7	disagree
योक्‍शा	गरिबहरूलाई	7	not_in_SIL
ताइब	प्राप्‍त	7	not_in_SIL
दुम्‍चा	हुने	7	not_in_SIL
नोले	पछ्याए	7	disagree
अधिकारमी	अधिकारले	7	not_in_SIL
पवा	गर्‍यो	7	not_in_SIL
ग्‍याइश्‍शा	पक्रे	7	not_in_SIL
मुर	जातिलाई	7	disagree
छिङछिङमी	अन्धकारमा	7	not_in_SIL
बाक्‍त	बनाए	7	not_in_SIL
आन	बिचमा	7	disagree
नोले	दोस्रो	7	disagree
मेकोपुकीमी	तिनीहरूका	7	not_in_SIL
नेल्‍ल	नष्‍ट	7	disagree
थमा	विश्‍वासलाई	7	disagree
किकी	पुर्खाहरूको	7	not_in_SIL
शुश	एउटा	7	disagree
जाक्‍ब	आउने	7	not_in_SIL
दूध	दूध	7	not_in_SIL
नां	सूर्य	7	agree
कली	सबैलाई	7	agree
दे	तिमीहरूलाई	7	disagree
ङा	यो	7	disagree
वा	थिएन	7	disagree
गेय	सहकर्मी	7	disagree
तेल	तेल	7	disagree
तुइश्‍शो	थाहा	7	not_in_SIL
रागी	जाति	7	disagree
वोइय्‍यीमीनु	थिएँ	7	not_in_SIL
लोव़	जवाफ	7	disagree
नु	तथा	7	disagree
थुं	दुःख	7	disagree
मिनु	उनीहरू	7	disagree
दुम्‍ल	होस्	7	not_in_SIL
ब्रेक्‍शो	लेखेका	7	not_in_SIL
मेको	म	7	not_in_SIL
वारच	दिने	7	disagree
आंमा	आफैँ	7	agree
चढ़ेबपुकीमी	पुजारीहरूले	7	not_in_SIL
बाक्‍त	दिनुभएन	7	not_in_SIL
पाइब	गरेको	7	not_in_SIL
बारब्‍बा	बारब्बालाई	7	not_in_SIL
नाक्‍तीमी	दिनमा	7	not_in_SIL
हना	हो	7	disagree
सां	तेस्रो	7	disagree
सिपाहीपुकीमी	सिपाहीहरूले	7	not_in_SIL
बाक्‍नुङ	छु	7	not_in_SIL
परमप्रभु	जसरी	7	not_in_SIL
लाक्‍मा	परे	7	not_in_SIL
शेंथ	प्रचार	7	not_in_SIL
दाऊद	दाऊद	7	not_in_SIL
मरिम्‍शो	हानि	7	not_in_SIL
आ	मेरा	7	disagree
मुर	मानिसबाट	7	agree
पुना	बिन्ती	7	not_in_SIL
शुश	महान्	7	disagree
आन	गएर	7	disagree
बाक्‍त	गरिन्	7	not_in_SIL
नेल्‍ल	यो	7	disagree
ग्‍याइश्‍शा	समातेर	7	not_in_SIL
बोक्‍को	उठ	7	not_in_SIL
बाक्‍शा	तिनीहरूसँग	7	not_in_SIL
आफोमी	बुबाले	7	not_in_SIL
नेल्‍ल	सबैको	7	agree
दे	फेरि	7	disagree
दे	सो	7	disagree
हुकुम	शासकहरू	7	not_in_SIL
आन	तिमीहरूका	7	disagree
सुनी	बिहान	7	agree
थीब	धनी	7	not_in_SIL
बाक्‍कीन	राख	7	not_in_SIL
येसु	उहाँमाथि	7	not_in_SIL
शुश	धेरैले	7	agree
कप्‍तानमी	कप्‍तानले	7	not_in_SIL
लोव़	पालना	7	disagree
ङोंइती	उपस्थितिमा	7	disagree
काइ	घृणा	7	disagree
बाक्‍त	फर्के	7	not_in_SIL
मार	विषयमा	7	disagree
नाक्‍दो	दिनरात	7	not_in_SIL
यूहन्‍नामी	दिए	7	not_in_SIL
नाक्‍त	समयको	7	disagree
गेनुङ	दिनेछु	7	not_in_SIL
किताब	चर्मपत्रको	7	not_in_SIL
किताब	मुट्ठो	7	not_in_SIL
कली	दिन	7	disagree
कली	थाहा	7	disagree
नेंचा	सुन्‍न	7	agree
सहर	सहरबाट	7	disagree
मिनु	यसपछि	7	disagree
दाक्‍बा	प्रेम	7	not_in_SIL
इच्‍का	थोरै	7	not_in_SIL
मुरपुकीमी	ताकि	7	not_in_SIL
खिं	भित्र	7	disagree
कली	गर्दा	7	disagree
कली	गर्‍यो	7	disagree
निक्‍शीमी	कसैले	7	not_in_SIL
सहर	सहरका	7	disagree
रां	शरीरले	7	agree
सुइक्‍चा	विश्‍वासयोग्य	7	not_in_SIL
तेको	जे	7	disagree
बाक्‍ल	होस्	7	not_in_SIL
सु	कोही	7	agree
बाक्‍त	चाहन्थे	7	not_in_SIL
रे	जीवित	7	disagree
रिम्‍शो	विश्‍वासयोग्य	7	not_in_SIL
अर्को	अरू	7	not_in_SIL
लाजरस	लाजरसलाई	7	not_in_SIL
ब्‍वाक्‍कु	पानीको	7	not_in_SIL
ङा	देखेको	7	agree
पा	जस्तै	7	disagree
ठेयब	त्यो	7	disagree
सासन	शासन	7	agree
सुइक्‍ब	गरेका	7	not_in_SIL
बाक्‍मे	हो	7	not_in_SIL
वारच	विश्‍वासघात	7	disagree
गे	ताकि	7	disagree
दीसा	दिन	7	disagree
बाक्‍ङानु	हुँदा	7	not_in_SIL
हना	तपाईंहरूलाई	7	disagree
मीश	स्‍त्रीहरूले	7	disagree
देंशो	बोलेका	7	not_in_SIL
ब्रोंइतीक	जीवन	7	not_in_SIL
