book	chapter	verse	suz_sentence	npi_sentence	alignment_type	confidence_signal
JHN	2	11	मोपा मुर आन कली आ सक्ति कोंइशो बाक्‍त।		1:0	length_only
JHN	2	11	मेको तशा आ शेंसीबपुकीमी येसु कली परमप्रभु यावे आ तौ बाक्‍त, दे थमा सुदमे बाक्‍त।		1:0	length_only
JHN	3	16	परमप्रभु यावेमी रागी ङा मुर आन कली शुश दाक्‍ताक्‍व।		1:0	length_only
JHN	3	16	मोपतीके आ कांइचीक तौ रागीमी सोइक्‍ताक्‍व।		1:0	length_only
JHN	3	18	सुमी परमप्रभु यावे आ तौ कली थमा सुइक्‍बा, मेको स्‍वर्गमी निसाफ पचा मपुंइसीब।		1:0	length_only
JHN	3	19	मारदे हना आन पशो गेय मरिम्‍शो बाक्‍त।		1:0	length_only
JHN	3	28	गे आं कली तुइक्‍नीनी।		1:0	length_only
JHN	4	5	मेको रू आ तौ योसेफ आ थेरशो रू बाक्‍त।		1:0	length_only
JHN	4	9	सामरीया ङा मुरपुकी आइक्‍च जात ङा मुर नम।		1:0	length_only
JHN	4	12	आंइ किकी पिप याकूब क्‍येङा गे ठेयब ननी ङा?		1:0	length_only
JHN	4	12	याकूबमी आंइ कली एको इनार गेशो बाक्‍माक्‍त।		1:0	length_only
JHN	4	12	देंत।		1:0	length_only
JHN	4	36	रुप्‍‍बमी गाल्‍च ताइब।		1:0	length_only
JHN	5	2	यरूसलेम सहर कली गारोमी हिरशो बाक्‍ब।		1:0	length_only
JHN	5	2	मेको गारोमी लाप्‍चोपुकी बाक्‍नीम।		1:0	length_only
JHN	5	2	मेको दोम्‍ली बाक्‍तीकेमी ५ ओटा पाटी खिं बाक्‍नीम।		1:0	length_only
JHN	5	20	मारदे हना आं आफोमी आ तौ कली दाक्‍ब।		1:0	length_only
JHN	5	20	मेको गेय तशा गेपुकी छक लाक्‍नीनी।		1:0	length_only
JHN	5	24	मारदे हना बेक्‍शो रे गेना हना यो ब्रोंइशा बाक्‍चा ताइब।		1:0	length_only
JHN	5	33	मेको लोव़ देंब चहिं यूहन्‍ना बाक्‍ब।		1:0	length_only
JHN	5	36	मेको आं पशो गेयमी ‘परमप्रभु यावेमी आं कली सोइक्‍ताक्‍व’ दे इन कली शेंब।		1:0	length_only
JHN	5	39	गे परमप्रभु यावे आ लोव़ शेंसीन सीन बाक्‍नीनी।		1:0	length_only
JHN	5	44	मोपा गे ठेयब सेल्‍मुइनीनी।		1:0	length_only
JHN	5	47	दे येसुमी यहूदी आन कली देंत।		1:0	length_only
JHN	6	11	मिनु मुरपुकीमी दोशो जचा ब्‍वचा दाक्‍मा, मोशोन गेपाइक्‍तीमी।		1:0	length_only
JHN	6	22	मिनु आ दीसा नाक्‍त शोब्‍ले जाइब मुरपुकी मेक उइ बाक्‍शो बाक्‍तेक्‍म।		1:0	length_only
JHN	6	22	सिनाक्‍ती समुन्‍द्र आ नेक्‍था डोंगा का ला बाक्‍त।		1:0	length_only
JHN	6	27	राक्‍चा ङा जचा थोव़क कली श्‍येत मपने।		1:0	length_only
JHN	6	27	मराक्‍चा ङा जचा थोव़क कली चहिं गेय पने।		1:0	length_only
JHN	6	27	मारदे हना आ आफोमी रागीम जरमेशो कली आ छाप थोक्‍ताक्‍व” दे येसुमी शेंताक्‍व।		1:0	length_only
JHN	6	40	आं आफ आ दाक्‍शो गेय मेकोन बाक्‍त” दे यहूदी आन कली शेंताक्‍व।		1:0	length_only
JHN	6	44	आं कली गेशो मुर आन कली नोले ङा नाक्‍ती सेंनुङमी।		1:0	length_only
JHN	7	7	रागी ङा मुरपुकीमी इन कली श्‍येत मगेनीम।		1:0	length_only
JHN	7	22	मिनु गेपुकीमी नाइक्‍तीक नाक्‍त ख्रोइक्‍तीक चिनु ख्रोइक्‍नीनी।		1:0	length_only
JHN	7	29	गो चहिं मेको कली तुइक्‍नुङ।		1:0	length_only
JHN	7	30	मिनु यहूदीपुकीमी येसु कली ग्‍याइक्‍चा माल्‍तेक्‍म।		1:0	length_only
JHN	7	34	मेना गेपुकीमी आं कली माल्‍नीनी।		1:0	length_only
JHN	7	53		(नोटः उत्कृष्‍ट प्राचीन प्रतिलिपीहरूले यूहन्‍ना ७:५३-८:११लाई हटाएका छन् ।	0:1	length_only
JHN	8	2	मिनु येसुमी निश्‍शा, मुर आन कली शेंताक्‍मी।		1:0	length_only
JHN	8	5	दे हिल्‍लो पाम्‍तेक्‍म।		1:0	length_only
JHN	8	16	गो नु आं कली सोइक्‍ब आं आफोमी निसाफ पाइब।		1:0	length_only
JHN	8	20	मारदे हना मेको कली ग्‍याइक्‍ची ना मजाक्‍शो बाक्‍त।		1:0	length_only
JHN	8	26	गो इन पर्बम शुश लोव़ पचा नु शुश निसाफ पचा माल्‍नुङ।		1:0	length_only
JHN	8	29	मिनु आं कली सोइक्‍ब गो नु बाक्‍ब।		1:0	length_only
JHN	8	44	इन आफ सैतान बाक्‍ब।		1:0	length_only
JHN	8	47	मोपतीके परमप्रभु यावे आ लोव़ नेंने मचाप्‍नीनी” दे माइक्‍तीमी।		1:0	length_only
JHN	8	50	गो आंम कली ठेयब मसेल्‍सीनुङ।		1:0	length_only
JHN	8	59	मिनु परमप्रभु यावे आ खिं रे ग्रूशा गाक्‍त।		1:0	length_only
JHN	9	7	मिनु मेको लशा चिक्‍से बाक्‍त।		1:0	length_only
JHN	9	7	मिनु मिक्‍च ताइब दुम्‍शा, लेश्‍शा जाक्‍त।		1:0	length_only
JHN	9	9	आ चहिं “गो मेकोन नङ, शां” देंत।		1:0	length_only
JHN	9	16	मिनु मेकोपुकी ब्रातेक्‍म।		1:0	length_only
JHN	10	4	मारदे हना आ सेंदा तुइक्‍नीम।		1:0	length_only
JHN	10	5	सेंदा मतुइश्‍शो मुर आ नोले मखोइक्‍नीम।		1:0	length_only
JHN	10	28	सुइमी आं गुइ रे रोइश्‍शा, लाइक्‍ने मचाप्‍नीम।		1:0	length_only
JHN	10	29	आं आफोमी मेको आन कली गेती।		1:0	length_only
JHN	10	36	मारदे हना ‘गो परमप्रभु यावे आ तौ नङ’ देंती।		1:0	length_only
JHN	10	38	मिनु गो आं आफ नु बाक्‍नुङ।		1:0	length_only
JHN	10	38	आं आफ गो नु बाक्‍ब, दे रुपीन” दे येसुमी यहूदी आन कली माइक्‍तीमी।		1:0	length_only
JHN	11	15	गो मेकेर मबाक्‍ङ।		1:0	length_only
JHN	12	21	मेकोपुकी फिलीप माइश्‍शो शेंसीब नु लोव़ पचा कली जाक्‍तेक्‍म।		1:0	length_only
JHN	12	27		तर यही कारणको निम्ति म यो घडीमा आएँ ।	0:1	length_only
JHN	12	47	तन्‍न रागी ङा मुर आन कली पाप रे प्रोंइचा कली जाक्‍शो नङ।		1:0	length_only
JHN	12	48	एको लोव़मी मेको कली नोले ङा नाक्‍ती निसाफ पाइब।		1:0	length_only
JHN	12	49	आं आफ आ लोव़ बाक्‍ब।		1:0	length_only
JHN	13	2	मिनु येसु नु आ शेंसीबपुकी नाक्‍दो ङा खमे जना जन बाक्‍शो बाक्‍तेक्‍म।		1:0	length_only
JHN	13	4		त्यसपछि उहाँले एउटा तौलिया लिनुभयो, र आफ्नो कम्मरमा बेर्नुभयो ।	0:1	length_only
JHN	13	13	मारदे हना गो मेकोन नङ।		1:0	length_only
JHN	13	19	मिनु आं कली थमा सुइक्‍नीनी।		1:0	length_only
JHN	13	20	नोफा दाइश्‍शा नेनीन।		1:0	length_only
JHN	14	11	गो आं आफ आ आगामी बाक्‍नुङ।		1:0	length_only
JHN	14	12	मारदे हना गो आं आफ आ बाक्‍तीक लाइनुङ।		1:0	length_only
JHN	14	17	मिनु इन आगामी बाक्‍ब।		1:0	length_only
JHN	14	20	मिनु आं आफ आ आगाम बाक्‍नुङ।		1:0	length_only
JHN	14	21	सुमी आं अरेशो तुइश्‍शा पाइबा, मेकोमी आं कली दाक्‍ब।		1:0	length_only
JHN	14	28	मारदे हना गो आं आफ आ बाक्‍तीक लाइनुङ।		1:0	length_only
JHN	14	28	आं आफ चहिं आं क्‍येङा ठेयब बाक्‍ब।		1:0	length_only
JHN	15	5	गो अङगुर बोट नङ।		1:0	length_only
JHN	15	9	आं आफोमी आं कली दाक्‍ब।		1:0	length_only
JHN	15	22	मोपतीके मेकोपुकी पाप राइनीमी।		1:0	length_only
JHN	15	24	गो मुर आन कली छक लाक्‍चा ङा गेय कोंइताक्‍ङमी।		1:0	length_only
JHN	15	26	मिनु वारच पाइब का जाक्‍ब।		1:0	length_only
JHN	15	26	मेकोमी आं पर्बम शेंब।		1:0	length_only
JHN	16	20	इन थुं खाइश्‍शो बाक्‍नीनी।		1:0	length_only
JHN	16	20	तन्‍न थुं खाइश्‍शो सा‍शा ग्‍येरनीनी।		1:0	length_only
JHN	16	21	आ ङोंइती ङा हिंशो नु श्‍येत ममिम्‍ब।		1:0	length_only
JHN	16	22	मिनु इन ग्‍येरसीशो सुइमी क्‍याम्‍ने मचाप्‍नीम।		1:0	length_only
JHN	16	25	गो इन कली कथा खोदेंशो पा शेंताक्‍न्‍नी।		1:0	length_only
JHN	16	27	आं आफोमी इन कली दाक्‍ब।		1:0	length_only
JHN	17	5	ङोंइती ङा खोदेंशो पा गे नु इन छेङछेङमी बाक्‍चा गेयीनी।		1:0	length_only
JHN	17	6	मेको मुरपुकी इन के बाक्‍तेक्‍म।		1:0	length_only
JHN	17	8	मिनु थमा सुइक्‍तेक्‍म।		1:0	length_only
JHN	17	10	आं मुर नेल्‍ल इन के नम।		1:0	length_only
JHN	17	11	तन्‍न मेकोपुकी रागीमी बाक्‍नीम।		1:0	length_only
JHN	17	13	मुल गो इन बाक्‍तीक जाक्‍चशो बाक्‍नुङ।		1:0	length_only
JHN	17	14	मारदे हना रागी ङा मनम।		1:0	length_only
JHN	17	14	गो यो रागी ङा मनङ।		1:0	length_only
JHN	17	23	गो मेको आन आगामी बाक्‍नुङ।		1:0	length_only
JHN	17	23	गे आं आगामी बाक्‍नीनी।		1:0	length_only
JHN	17	23	मिनु गेमी आं कली दाक्‍ताक्‍यीनी।		1:0	length_only
JHN	17	23	मोपा गेमी आं कली दाक्‍शो बुदी मेको आन कली यो दाक्‍ताक्‍नी, दे तुइक्‍तमेक्‍ल।		1:0	length_only
JHN	17	25	आं आफ, गे नेल्‍ल रिम्‍शो नु ठीक पाइब बाक्‍नीनी।		1:0	length_only
JHN	17	25	रागी ङा मुरपुकीमी इन कली मतुइक्‍नीम।		1:0	length_only
JHN	17	26	गो मेको आन कली इन नें तुइक्‍पाइक्‍तामी।		1:0	length_only
JHN	17	26	मिनु लेंशा तुइक्‍पाइक्‍नुङमी।		1:0	length_only
JHN	18	5	मिनु मेकोपुकीमी “नासरथ ङा येसु कली माल्‍तक” देंतेक्‍म।		1:0	length_only
JHN	18	13	मेको बर्स ङा नेल्‍ल क्‍येङा ठेयब चढ़ेब काइयाफास माइश्‍शो बाक्‍माक्‍त।		1:0	length_only
JHN	18	26	मेकेर नेल्‍ल क्‍येङा ठेयब चढ़ेब आ वाइल का यो बाक्‍त।		1:0	length_only
JHN	19	13	मेको निसाफ नित्‍तीक आ खपीमी फुल्‍लु ब्रशो बाक्‍तेक्‍म।		1:0	length_only
JHN	19	13	मेको कली हिब्रू लोव़मी गाब्‍बाथा देंनीम।		1:0	length_only
JHN	19	15	मिनु ठेयब चढ़ेबपुकीमी “गो आंइ के सिजर का ला पिप बाक्‍ब” देंतेक्‍म।		1:0	length_only
JHN	19	17	हिब्रू लोव़मी मेको कली गोल्‍गथा देंनीम।		1:0	length_only
JHN	19	18	मेकेर जाक्‍दीश्‍शा, येसु कली शीमी केप्‍शा कांटी थोक्‍ताक्‍म।		1:0	length_only
JHN	19	31	मेको पास्‍सा चाड मानेचा कली सा‍तीक नाक्‍त बाक्‍त।		1:0	length_only
JHN	19	41	मेकेर सुइ मवोइश्‍शो बाक्‍त।		1:0	length_only
JHN	20	4	निम्‍फा दोरताक्‍स।		1:0	length_only
JHN	21	3	मिनु लशा, डोंगा ङोइश्‍शा, ङांइ रेत्‍थ लाम्‍तेक्‍म।		1:0	length_only
JHN	21	3	तन्‍न मेको नाक्‍दो ङांइ का यो मरेम्‍म।		1:0	length_only
JHN	21	6	मिनु आन ग्‍याइली ग्रुंइने मचाप्‍चा ङा पा शुश ङांइ रेत्‍तेक्‍म।		1:0	length_only
JHN	21	7	मिनु ब्‍वाक्‍कुमी प्रेक्‍त।		1:0	length_only
JHN	21	8	मिनु अरु शेंसीबपुकीमी डोंगामी बाक्‍शा, ग्‍याइल कीना कीन पिम्‍तेक्‍म।		1:0	length_only
JHN	21	12	“प्रभु बाक्‍ब” दे तुइक्‍ताक्‍म।		1:0	length_only
JHN	21	15	मिनु येसुमी “आं पाठा आन कली थुल्‍मी” देंत।		1:0	length_only
JHN	21	16	मिनु येसुमी “आं भेडा आन कली कोव़मी” देंत।		1:0	length_only
JHN	21	18	मिनु अर्कोमी इ कली किप्‍शुर किप्‍शा, इ मदाक्‍शो लां लाइक्‍ब” दे माइक्‍तु।		1:0	length_only
JHN	21	20	मेको “प्रभु, इन कली साइक्‍ब आन कली वारच पाइब सु में?” दे हिल्‍लो पाइब बाक्‍त।		1:0	length_only
ACT	1	4		त्यसको बारेमा उहाँले भन्‍नुभयो, “तिमीहरूले मबाट सुन्यौ	0:1	length_only
ACT	1	5	मेको दुम्‍चा कली शुश नाक्‍त मलीशो बाक्‍ब” दे शेंदीमी बाक्‍त।		1:0	length_only
ACT	1	23	का के चहिं मत्‍तीयस बाक्‍माक्‍त।		1:0	length_only
ACT	1	26	मिनु भोट तोक्‍गमे बाक्‍त।		1:0	length_only
ACT	2	20	नां छिङछिङ दुम्‍ब।		1:0	length_only
ACT	2	22	मेको गे यो तशो तुइश्‍शो बाक्‍नीनी।		1:0	length_only
ACT	2	29	मिनु लाइश्‍शा थिम्‍ने थुम्‍मे बाक्‍त।		1:0	length_only
ACT	2	29	तेकेर थिम्‍मे गोपुकीमी मुल यो तुइक्‍नय।		1:0	length_only
ACT	2	35	येसु आ पर्बम ब्रेक्‍शो बाक्‍ब, दे रुपीन।		1:0	length_only
ACT	2	41	मोपा थमा सुइक्‍ब नु तेम्‍समा बाक्‍त।		1:0	length_only
ACT	2	46	हाइश्‍शो थुं ङा दुम्‍शा, जचा तूचा योक्‍शा, ग्‍येरसीशो दुम्‍शा,		1:0	length_only
ACT	3	15	गो मेको तशा, सांकछी दुम्‍ताक्‍क।		1:0	length_only
ACT	3	20	मिनु इन थुं नाइक्‍पाइक्‍ब।		1:0	length_only
ACT	4	6	मेना ठेयब चढ़ेब हन्‍नास बाक्‍माक्‍त।		1:0	length_only
ACT	4	10	गे ला ममाइ, तन्‍न इं इस्राएल ङा मुर नेल्‍लेमी रुप्‍चा माल्‍नीम।		1:0	length_only
ACT	4	10	तन्‍न परमप्रभु यावेमी मेको कली बेक्‍शो रे सेंताक्‍व।		1:0	length_only
ACT	4	12	मुर आन कली श्‍येत नु पाप रे प्रोंइब येसु ख्रीस्‍त का ला बाक्‍ब।		1:0	length_only
ACT	4	13	मिनु मेको निक्‍शी थमा पा येसु नु काथा गाक्‍ब काथा बाक्‍ब बाक्‍सा बाक्‍त, दे तुइक्‍तमे बाक्‍त।		1:0	length_only
ACT	4	27	मोपा साइ इन पपाइश्‍शो लोव़ सिनाक्‍त मुलाक्‍त गाम्‍ना गाम्‍न पित।		1:0	length_only
ACT	4	31	मिनु महिंथु ठेयब थुं पा परमप्रभु आ लोव़ शेंना शेंन गाक्‍बाक्‍मा बाक्‍त।		1:0	length_only
ACT	4	36	मोदेंशो गेब का चहिं योसेफ माइश्‍शो मुर का बाक्‍माक्‍त।		1:0	length_only
ACT	4	36	मेको योसेफ साइप्रस रागीमी जरमेशो लेवी आ थर ङा बाक्‍माक्‍त।		1:0	length_only
ACT	5	21		तर प्रधान पूजाहारी र तिनीहरूसँग भएकाहरू आए र परिषद्लाई इस्राएलका मानिसहरूका एल्डरहरूसँगै बोलाए र प्रेरितहरूलाई ल्याउन लगाउनलाई झ्यालखानामा पठाए ।	0:1	length_only
ACT	5	27		प्रधान पूजाहारीले उनीहरूलाई यसो भनेर सोधपुछ गरे,	0:1	length_only
ACT	5	32	मेको नेल्‍ल आंइ मिक्‍चीमी ताइतक।		1:0	length_only
ACT	5	36	मिनु थुदास साइक्‍चा पुंइसाक्‍व।		1:0	length_only
ACT	5	38	मोपतीके मेको येसु माइश्‍शो आ नोले खोइक्‍ब आन कली मारेइ मपाइय्‍य।		1:0	length_only
ACT	5	40	मिनु गमालीएल आ लोव़ नेंशा, बिस्‍समा बाक्‍त।		1:0	length_only
ACT	6	1	मेना थमा सुइक्‍बपुकी शुश बारना बारन लमा बाक्‍त।		1:0	length_only
ACT	7	13	मिनु ग्‍याप्‍शा चाक्‍ग्‍मेनु, मजाक्‍दीत्‍थु, लेंशा सोइक्‍तीमी बाक्‍त।		1:0	length_only
ACT	7	36	मिनु लल समुन्‍द्र शोक्‍शा ४० बर्स सम्‍म गोरशो रागीमी हिरशा गाक्‍मानु, शुश छक लाक्‍चा ङा गेय पाइबाक्‍माक्‍त।		1:0	length_only
ACT	7	43	मो मपनी।		1:0	length_only
ACT	7	52	इन किकी पिपीमी मार पामे?		1:0	length_only
ACT	7	55	स्‍तीफानस चहिं परमप्रभु यावे आ सोक्‍तीम ब्रीशा, सरीङ गे कोव़ङा बाक्‍त।		1:0	length_only
ACT	8	1	१२ जना येसु आ सोइश्‍शोपुकी ला यरूसलेम उइ बाक्‍मा बाक्‍त।		1:0	length_only
ACT	8	7	गुइ खोइल मदुक्‍ब मुर शुश आन कली गुइ खोइल दुक्‍ब गाक्‍ब सेल्‍बाक्‍माक्‍त।		1:0	length_only
ACT	8	22	दे पुनो।		1:0	length_only
ACT	9	38	लिडडा नु योप्‍पा नेक्‍नेक्‍था बाक्‍नीसी।		1:0	length_only
ACT	10	38	वोलम तशो आन कली वोल खेरशा सापाइक्‍तु।		1:0	length_only
ACT	11	6		मैले यसलाई एक टक लगाएर हेरेँ र यस बारे सोचेँ ।	0:1	length_only
ACT	11	17	मोदेंशो दुम्‍शो तशा, मार पाइनुङा?		1:0	length_only
ACT	11	17	गो परमप्रभु आ पशो गेय तेक्‍ने चाप्‍नङा?”		1:0	length_only
ACT	11	17	दे रुप्‍पाइक्‍मी बाक्‍त।		1:0	length_only
ACT	11	24	बारनाबास रिम्‍शो मुर बाक्‍माक्‍त।		1:0	length_only
ACT	12	19	मिनु पिप हेरोदमी पत्रुस कली माल्‍थ सोइक्‍तीमी बाक्‍त।		1:0	length_only
ACT	12	25	मर्कूस कली यूहन्‍ना नें यो वोइश्‍शो बाक्‍त।		1:0	length_only
ACT	13	6	मेको “परमप्रभु यावे आ लोव़ पाइब नङ” देंखु पा गाक्‍बाक्‍माक्‍त।		1:0	length_only
ACT	13	10		र भने, तँ शैतानको छोरो, तँ छल र दुष्‍टताले भरिएको छस् ।	0:1	length_only
ACT	13	21	मिनु सावल ४० बर्स सम्‍म पिप दुम्‍माक्‍त।		1:0	length_only
ACT	13	39	मोसामी ब्रेक्‍शो लोव़मी इन पाप क्‍याम्‍ने मचाप्‍ब।		1:0	length_only
ACT	13	39	मारदे हना मेको लोव़ नेल्‍ल टिने मचाप्‍तीके पापी दुम्‍तीनी।		1:0	length_only
ACT	13	47	आंमा शेंब दुम्‍शा, गाक्‍शो मनस्‍कु।		1:0	length_only
ACT	14	26	अत्‍तालीया सहरमी जहाज ङोइश्‍शा, समुन्‍द्र शोक्‍शा, एन्‍टीओक सहरम जाक्‍दीस्‍सा बाक्‍त।		1:0	length_only
ACT	14	26	मिनु मुल शेंने थुम्‍शा लेश्‍शा जाक्‍सा बाक्‍त।		1:0	length_only
ACT	15	2	मिनु पावल नु बारनाबासमी मोदें शेंशो नेंशा, मेको आन शेंशो लोव़ मबिस्‍सा बाक्‍त।		1:0	length_only
ACT	15	2	मेकोपुकीमी ख्रोइक्‍तीक चिनु ख्रोइक्‍चा माल्‍ब देंमा बाक्‍त।		1:0	length_only
ACT	15	2	पावल नु बारनाबासमी चहिं ख्रोइक्‍चा ममाल्‍ब, देंसा बाक्‍त।		1:0	length_only
ACT	15	11	मिनु नेल्‍ल ब्‍वालेइ पामे बाक्‍त।		1:0	length_only
ACT	15	22	मेको योव़शो का यहूदा नु का सिलास बाक्‍सा बाक्‍त।		1:0	length_only
ACT	15	22	यहूदा आ याइनी नें बारसाबास बाक्‍माक्‍त।		1:0	length_only
ACT	15	22	यहूदा नु सिलास थमा सुइक्‍ब आन कली शेंब खाल्‍पा बाक्‍सा बाक्‍त।		1:0	length_only
ACT	15	28	इन कली हेल्‍शो भारी कुरपा गाक्‍पाइश्‍शो खोदेंशो लोव़ ममाइ।		1:0	length_only
ACT	16	3	मिनु पावलमी तिमोथी कली गेय पाइब वारच सेल्‍शा, काथा लाइक्‍चा देंमाक्‍त।		1:0	length_only
ACT	16	10	मेको कोंइतीक तशा, पावल छुल बोक्‍शा “मासीडोनीया लय” देंत।		1:0	length_only
ACT	16	12	मेकेर जाक्‍दीश्‍शा जहाज रे तोंइ‍साक्‍क।		1:0	length_only
ACT	16	15	मिनु थमा सुइक्‍ब दुम्‍शा, ब्‍वाक्‍कुम ख्रुम्‍शा ग्रुंइचा पुंइसाक्‍व।		1:0	length_only
ACT	16	15	मिनु लिडीया आ खिं लशा बाक्‍तक।		1:0	length_only
ACT	16	19	मिनु वोल ग्रूशा, लम ङा मेरे नोले दुम्‍ब लोव़ तुइक्‍तीक सक्ति जाम्‍त।		1:0	length_only
ACT	17	7	मिनु एको यासोनमी मेको आन कली बास गेशा थुल्‍शा वोइक्‍तीमी।		1:0	length_only
ACT	17	30	मुल सम्‍म गे मतुइक्‍तीनी।		1:0	length_only
ACT	17	30	मिनु मतुइक्‍थु देवता आन कली सेउ पाइबाक्‍तीनी।		1:0	length_only
ACT	17	34	का डामारीस नें पाइश्‍शो मीश मुर बाक्‍माक्‍त।		1:0	length_only
ACT	17	34	अरु यो बाक्‍मा बाक्‍त।		1:0	length_only
ACT	18	10	मारदे हना गे नु काथा बाक्‍शा, इ कली कोव़नन।		1:0	length_only
ACT	18	18	मारदे हना कसम जशो बाक्‍माक्‍त।		1:0	length_only
ACT	19	1	मिनु प्रभु आ लां खोइक्‍ब आन कली ग्रुमा बाक्‍त।		1:0	length_only
ACT	19	6	मिनु परमप्रभु यावे आ सोक्‍तीम गेशो लोव़ पामे बाक्‍त।		1:0	length_only
ACT	19	12	वोलमी तशो आन वोल ग्रूशा प्रोक्‍बाक्‍मा बाक्‍त।		1:0	length_only
ACT	19	24	मेकोमी शुश मुर आन कली गेय गेशो बाक्‍माक्‍त।		1:0	length_only
ACT	19	27	मोदेंशो दुम्‍शा, इं गेय ला जाम्‍शो ममाइ, इं मानेशो आरतेमीस ठेयब देवी आ मन्‍दीर आ नें यो जाम्‍शा लचा चिक्‍ताक्‍व।		1:0	length_only
ACT	19	36	मोदेंशो रेयके पचा मदुम्‍ब।		1:0	length_only
ACT	20	20	गाउं सहरमी यो हिरशा, मुर आन बुक्‍तीकेमी जाक्‍दीश्‍शा, शेंना शेंन गाक्‍ती।		1:0	length_only
ACT	20	28	गे आंम कली कोव़ङीने।		1:0	length_only
ACT	20	28	मारदे हना मेकोपुकी आ तौ आ हुशेम ग्‍याप्‍शो बाक्‍नीमी।		1:0	length_only
ACT	20	38		तब तिनीहरूले उनलाई जहाजसम्म पुर्‍याए ।	0:1	length_only
ACT	21	22		हामीले के गर्नुपर्छ ?	0:1	length_only
ACT	22	10		मैले भनेँ, ʻप्रभु, मैले के गर्नुपर्छ ?	0:1	length_only
ACT	22	12	दमस्‍कसमी हनानीया नें पाइश्‍शो मुर का बाक्‍माक्‍त।		1:0	length_only
ACT	22	18	गो प्रभु कली ताता।		1:0	length_only
ACT	22	18		ʼ	0:1	length_only
ACT	22	20	मेको लोव़ नेल्‍लेम तुइश्‍शो बाक्‍नीम’ देंङानु,		1:0	length_only
ACT	23	21	मेको आन लोव़ मनेंचा।		1:0	length_only
ACT	24	6	गो आंइ धर्म ङा अरेतीक लोव़ कोव़शा, सजाइ पाइक्‍चा देंशो नकी।		1:0	length_only
ACT	24	8	मिनु आंइ गेशो दोस थमा बाक्‍माक्‍त, दे तुइक्‍नीनी” देंमाक्‍त।		1:0	length_only
ACT	24	12	सुइमी मोदेंशो मरिम्‍शो पशो ताइतक देंने मचाप्‍नीम।		1:0	length_only
ACT	24	18	मुर आन कली पोक्‍शा, मरिम्‍शो यो मपङ।		1:0	length_only
ACT	24	18	मोदेंशो एकोपुकीमी यो मतशो बाक्‍नीम।		1:0	length_only
ACT	24	21	मेको आ पर्बम आं कली मुददा कोप्‍ताक्‍यीमी।		1:0	length_only
ACT	24	21	मिनु इन ङोंइती राप्‍पाइय्‍यीनी, दे माइक्‍तामी।		1:0	length_only
ACT	24	21	मिनु मुल इन ङोंइती राप्‍पाइक्‍तीमी” दे पावलमी देंमाक्‍त।		1:0	length_only
ACT	24	24	इच्‍का नाक्‍त नोले हुकुम पाइब फेलीक्‍स नु आ मीश द्रुसील्‍ला जाक्‍सा बाक्‍त।		1:0	length_only
ACT	24	27	मोपा ब्रेत्‍ता ब्रेत्‍ता बर्स निक्‍शी योल्‍माक्‍त।		1:0	length_only
ACT	24	27	मिनु फेलीक्‍स अर्को रागीमी याक्‍से बाक्‍त।		1:0	length_only
ACT	25	5	मोपतीके अधिकार तशो इन मुर का निक्‍शी योव़शा, गो नु सोइक्‍तीने।		1:0	length_only
ACT	25	15	मिनु मेको कली सजाइ गेचा, दे पुंइतेक्‍म।		1:0	length_only
ACT	25	19	यहूदीपुकीमी मेको मुर बेक्‍त देंबाक्‍तेक्‍म।		1:0	length_only
ACT	25	19	तन्‍न पावलमी चहिं बेक्‍शो रे सेंसीशा ब्रोंइशो बाक्‍ब देंबाक्‍त।		1:0	length_only
ACT	25	21	मिनु गेना सोइक्‍तु, दे लां कोव़ना कोव़न बाक्‍ती” देंमाक्‍त।		1:0	length_only
ACT	25	25	मिनु सिजर आ बाक्‍तीके सोइक्‍तु देंती।		1:0	length_only
ACT	26	16	मुल छुल बोक्‍को।		1:0	length_only
ACT	26	16	इ कली योव़शा आं लोव़ नेंपाइक्‍ब सेल्‍तन।		1:0	length_only
ACT	26	16	मुलाक्‍त इ कली तपांइसाक्‍यी।		1:0	length_only
ACT	26	16	मेको लोव़ नेल्‍ल नेंपाइक्‍ब सेल्‍तन।		1:0	length_only
ACT	26	18	मारदे हना मेकोपुकी मिक्‍च ताइब दुम्‍मल।		1:0	length_only
ACT	26	18	छिङछिङमी बाक्‍शोपुकी छेङछेङमी बाक्‍चा तामेक्‍ल।		1:0	length_only
ACT	26	20	दमस्‍कसमी जाक्‍दीश्‍शा, लोव़ शेंचा गोव़ता।		1:0	length_only
ACT	26	20	मिनु यरूसलेममी, यहूदीया रागी हिरशा गाक्‍ती।		1:0	length_only
ACT	26	23	मेकोपुकीमी ‘ख्रीस्‍तम श्‍येत जचा माल्‍ब’ दे ब्रेक्‍शो बाक्‍शो बाक्‍तेक्‍म।		1:0	length_only
ACT	26	23	मिनु बेक्‍शो रे सेंसीशा ब्रोंइशा बाक्‍ब।		1:0	length_only
ACT	26	26	अग्रीप्‍पा सरकारमी आं देंशो लोव़ नेल्‍ल रुप्‍शो बाक्‍ब, दे तुइक्‍ताक्‍ङ।		1:0	length_only
ACT	26	26	मोपतीके आं ग्राकी लोक्‍शा लोव़ पाता।		1:0	length_only
ACT	26	26	शुशेमी तुइश्‍शो बाक्‍नीमी।		1:0	length_only
ACT	27	1	मिनु गो पावल आ वारच का निक्‍शी यो सासाक्‍क।		1:0	length_only
